Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0005205,Online,WARE-NMK1003,11/15/2019,1/27/2020,2/2/2020,2/5/2020,18,Lichfield,3,140,31,Radiator Cap - Standard,7,5%,2378.5,79.87
SO - 0005206,In-Store,WARE-XYS1001,9/18/2019,1/27/2020,1/29/2020,2/6/2020,6,Elk River,43,42,16,Seat - Rear,5,7.50%,5038.4,511.83
SO - 0005207,Online,WARE-XYS1001,10/17/2019,1/27/2020,1/28/2020,2/4/2020,13,Fergus Falls,32,9,3,Break Pad Set,1,5%,857.6,211.19
SO - 0005208,In-Store,WARE-NMK1003,9/14/2019,1/27/2020,2/2/2020,2/4/2020,5,Gaylord,39,147,8,Transmission,8,20%,1728.6,2610.59
SO - 0005209,In-Store,WARE-UHY1004,9/25/2019,1/27/2020,1/30/2020,2/8/2020,6,Elk River,11,241,47,Hood Ornament,5,7.50%,221.1,396.81
SO - 000521,Online,WARE-XYS1001,7/15/2018,7/20/2018,7/21/2018,7/22/2018,13,Fergus Falls,41,4,12,Gear Shift Knob,4,10%,1105.5,98.45
SO - 0005210,In-Store,WARE-UHY1004,9/29/2019,1/27/2020,2/1/2020,2/2/2020,5,Gaylord,36,249,16,Seat - Rear,4,5%,1118.9,511.83
SO - 0005211,Distributor,WARE-NMK1003,8/26/2019,1/27/2020,2/1/2020,2/6/2020,23,Willmar,20,153,10,Coolant Sensor,6,10%,207.7,689.31
SO - 0005212,Online,WARE-NBV1002,8/21/2019,1/27/2020,1/28/2020,2/2/2020,16,Austin,36,85,28,CV Joint,3,5%,1051.9,1294.12
SO - 0005213,Distributor,WARE-NMK1003,10/7/2019,1/28/2020,1/30/2020,2/7/2020,22,Two Harbors,43,140,21,Door - Rear,5,7.50%,214.4,468.99
SO - 0005214,In-Store,WARE-XYS1001,11/2/2019,1/28/2020,1/31/2020,2/5/2020,8,Luverne,29,32,2,Spark Plug,5,10%,6485.6,1.38
SO - 0005215,In-Store,WARE-UHY1004,10/20/2019,1/28/2020,1/30/2020,2/1/2020,9,Olivia,37,255,13,Window Switch - Front,4,10%,2706.8,492.45
SO - 0005216,Distributor,WARE-XYS1001,10/31/2019,1/28/2020,1/31/2020,2/10/2020,25,Park Rapids,10,49,5,Break Set,8,7.50%,951.4,537.09
SO - 0005217,Distributor,WARE-PUJ1005,10/15/2019,1/28/2020,2/2/2020,2/6/2020,22,Two Harbors,7,268,46,Trunk Carpet,6,7.50%,1983.2,91.33
SO - 0005218,Distributor,WARE-XYS1001,1/1/2020,1/28/2020,1/30/2020,2/1/2020,23,Willmar,41,45,25,Trunk,2,10%,3872.6,1074.1
SO - 0005219,Online,WARE-UHY1004,12/7/2019,1/28/2020,1/29/2020,1/30/2020,14,Worthington,4,214,41,Antenna,5,7.50%,3999.9,83.64
SO - 000522,In-Store,WARE-XYS1001,6/3/2018,7/20/2018,7/26/2018,7/30/2018,1,Granite Falls,16,56,8,Transmission,5,5%,1125.6,2610.59
SO - 0005220,Online,WARE-PUJ1005,10/17/2019,1/29/2020,2/2/2020,2/7/2020,14,Worthington,12,270,25,Trunk,5,30%,2244.5,1074.1
SO - 0005221,Distributor,WARE-NMK1003,1/22/2020,1/29/2020,2/3/2020,2/6/2020,23,Willmar,3,139,18,Handbrake,3,7.50%,1748.7,331.25
SO - 0005222,Online,WARE-XYS1001,8/25/2019,1/29/2020,1/31/2020,2/2/2020,15,St.Peter,9,30,24,Hood,6,5%,3845.8,707.85
SO - 0005223,In-Store,WARE-NMK1003,9/25/2019,1/29/2020,2/1/2020,2/12/2020,4,Owatonna,38,91,29,Radiator Cap - Custom,4,7.50%,2398.6,770.71
SO - 0005224,In-Store,WARE-NMK1003,1/11/2020,1/29/2020,2/2/2020,2/5/2020,2,Buffalo,9,128,23,Quarter Panel - Rear,8,7.50%,5554.3,338.25
SO - 0005225,Online,WARE-MKL1006,1/22/2020,1/29/2020,2/2/2020,2/13/2020,16,Austin,31,345,5,Break Set,4,15%,3926.2,537.09
SO - 0005226,Wholesale,WARE-NMK1003,12/5/2019,1/29/2020,2/1/2020,2/7/2020,26,Red Wing,28,157,31,Radiator Cap - Standard,4,5%,6231,79.87
SO - 0005227,Online,WARE-NMK1003,10/13/2019,1/29/2020,2/1/2020,2/7/2020,12,Thief River Falls,33,138,12,Gear Shift Knob,2,5%,6056.8,98.45
SO - 0005228,In-Store,WARE-PUJ1005,9/15/2019,1/30/2020,2/1/2020,2/7/2020,7,Roseau,32,273,16,Seat - Rear,4,7.50%,2552.7,511.83
SO - 0005229,In-Store,WARE-UHY1004,11/27/2019,1/30/2020,2/2/2020,2/7/2020,5,Gaylord,4,251,21,Door - Rear,7,5%,1038.5,468.99
SO - 000523,Distributor,WARE-NMK1003,5/5/2018,7/20/2018,7/22/2018,7/24/2018,20,Glencoe,19,139,42,Bumper - Front,5,15%,897.8,480.27
SO - 0005230,In-Store,WARE-UHY1004,9/11/2019,1/30/2020,2/4/2020,2/9/2020,1,Granite Falls,50,245,13,Window Switch - Front,3,7.50%,6244.4,492.45
SO - 0005231,In-Store,WARE-NMK1003,11/30/2019,1/30/2020,2/1/2020,2/11/2020,9,Olivia,11,180,42,Bumper - Front,8,5%,3852.5,480.27
SO - 0005232,In-Store,WARE-XYS1001,11/18/2019,1/30/2020,2/1/2020,2/5/2020,5,Gaylord,29,54,17,Seatbelt,5,10%,3906.1,55.61
SO - 0005233,Distributor,WARE-NMK1003,11/27/2019,1/30/2020,2/3/2020,2/5/2020,22,Two Harbors,27,176,41,Antenna,1,20%,227.8,83.64
SO - 0005234,In-Store,WARE-NMK1003,11/4/2019,1/30/2020,2/1/2020,2/12/2020,6,Elk River,47,186,43,Bumper - Rear,6,10%,3457.2,574.36
SO - 0005235,In-Store,WARE-NMK1003,10/16/2019,1/30/2020,2/1/2020,2/2/2020,4,Owatonna,32,199,24,Hood,8,5%,2412,707.85
SO - 0005236,Wholesale,WARE-NMK1003,10/27/2019,1/31/2020,2/2/2020,2/4/2020,26,Red Wing,39,193,9,Coolant Tank,5,20%,4006.6,271.39
SO - 0005237,In-Store,WARE-MKL1006,9/20/2019,1/31/2020,2/2/2020,2/9/2020,4,Owatonna,41,367,33,Radiator Fluid,4,7.50%,261.3,90.21
SO - 0005238,Online,WARE-NBV1002,9/20/2019,1/31/2020,2/6/2020,2/7/2020,18,Lichfield,40,86,32,Radiator Sensor,5,5%,938,683.25
SO - 0005239,Online,WARE-PUJ1005,10/18/2019,1/31/2020,2/2/2020,2/12/2020,16,Austin,15,269,32,Radiator Sensor,3,5%,3028.4,683.25
SO - 000524,Online,WARE-NBV1002,3/19/2018,7/20/2018,7/22/2018,7/24/2018,14,Worthington,21,70,5,Break Set,5,20%,207.7,537.09
SO - 0005240,Online,WARE-XYS1001,10/13/2019,1/31/2020,2/2/2020,2/9/2020,16,Austin,19,31,28,CV Joint,8,10%,2546,1294.12
SO - 0005241,Online,WARE-NBV1002,12/12/2019,1/31/2020,2/2/2020,2/4/2020,20,Glencoe,24,67,1,Leaf Springs,1,20%,214.4,1028.78
SO - 0005242,Online,WARE-NMK1003,8/6/2019,1/31/2020,2/1/2020,2/9/2020,13,Fergus Falls,32,132,19,Trunk Release,6,10%,214.4,42.75
SO - 0005243,Online,WARE-UHY1004,12/21/2019,1/2/2020,1/5/2020,1/11/2020,19,Fairmont,25,217,32,Radiator Sensor,5,5%,3845.8,683.25
SO - 0005244,Wholesale,WARE-XYS1001,12/10/2019,1/2/2020,1/7/2020,1/17/2020,26,Red Wing,43,18,16,Seat - Rear,3,5%,1038.5,511.83
SO - 0005245,In-Store,WARE-MKL1006,10/11/2019,1/2/2020,1/4/2020,1/12/2020,1,Granite Falls,10,338,37,Tail Light,8,20%,234.5,22.71
SO - 0005246,Distributor,WARE-NMK1003,9/28/2019,1/2/2020,1/7/2020,1/12/2020,22,Two Harbors,15,187,14,Window Switch - Rear,5,5%,904.5,444.93
SO - 0005247,In-Store,WARE-NMK1003,11/25/2019,1/2/2020,1/7/2020,1/15/2020,10,Redwood Falls,17,112,31,Radiator Cap - Standard,3,7.50%,1728.6,79.87
SO - 0005248,In-Store,WARE-UHY1004,9/18/2019,1/2/2020,1/6/2020,1/15/2020,7,Roseau,6,245,23,Quarter Panel - Rear,4,5%,743.7,338.25
SO - 0005249,In-Store,WARE-XYS1001,1/26/2020,2/2/2020,2/7/2020,2/16/2020,1,Granite Falls,15,9,9,Coolant Tank,8,20%,1192.6,271.39
SO - 000525,In-Store,WARE-MKL1006,7/7/2018,7/20/2018,7/23/2018,8/1/2018,1,Granite Falls,43,360,8,Transmission,5,15%,3959.7,2610.59
SO - 0005250,In-Store,WARE-UHY1004,11/28/2019,2/2/2020,2/7/2020,2/15/2020,5,Gaylord,28,206,37,Tail Light,3,7.50%,2211,22.71
SO - 0005251,In-Store,WARE-NMK1003,1/26/2020,2/2/2020,2/5/2020,2/15/2020,3,St. James,1,110,13,Window Switch - Front,7,10%,837.5,492.45
SO - 0005252,In-Store,WARE-NMK1003,11/8/2019,2/2/2020,2/7/2020,2/17/2020,11,Glenwood,45,178,35,Front Axel,7,5%,2505.8,1176.68
SO - 0005253,Wholesale,WARE-NMK1003,10/21/2019,2/2/2020,2/5/2020,2/15/2020,27,Grand Marais,33,156,19,Trunk Release,1,10%,194.3,42.75
SO - 0005254,Online,WARE-XYS1001,12/30/2019,2/2/2020,2/5/2020,2/14/2020,16,Austin,35,16,24,Hood,3,7.50%,1969.8,707.85
SO - 0005255,Online,WARE-XYS1001,11/16/2019,2/2/2020,2/4/2020,2/6/2020,17,Milaca,13,21,15,Seat - Front,2,7.50%,1929.6,353.1
SO - 0005256,In-Store,WARE-PUJ1005,11/22/2019,2/2/2020,2/7/2020,2/14/2020,3,St. James,21,315,11,AC Unit,2,10%,207.7,1786.59
SO - 0005257,In-Store,WARE-UHY1004,8/30/2019,2/2/2020,2/6/2020,2/7/2020,10,Redwood Falls,33,229,16,Seat - Rear,7,7.50%,3906.1,511.83
SO - 0005258,Wholesale,WARE-PUJ1005,8/21/2019,2/2/2020,2/5/2020,2/8/2020,27,Grand Marais,14,281,34,Ignition System,3,40%,3879.3,526.6
SO - 0005259,In-Store,WARE-NBV1002,11/21/2019,2/2/2020,2/7/2020,2/9/2020,4,Owatonna,48,76,38,Blinker Set,8,5%,2438.8,800.13
SO - 000526,Online,WARE-PUJ1005,6/22/2018,7/21/2018,7/23/2018,7/24/2018,17,Milaca,21,321,2,Spark Plug,7,7.50%,1755.4,1.38
SO - 0005260,Online,WARE-UHY1004,11/17/2019,3/2/2020,3/4/2020,3/14/2020,19,Fairmont,12,261,21,Door - Rear,7,5%,2278,468.99
SO - 0005261,In-Store,WARE-NMK1003,2/27/2020,3/2/2020,3/4/2020,3/5/2020,7,Roseau,33,143,41,Antenna,5,7.50%,6237.7,83.64
SO - 0005262,Online,WARE-PUJ1005,2/20/2020,3/2/2020,3/8/2020,3/13/2020,20,Glencoe,7,262,42,Bumper - Front,4,5%,5098.7,480.27
SO - 0005263,Distributor,WARE-PUJ1005,11/1/2019,3/2/2020,3/4/2020,3/7/2020,25,Park Rapids,10,311,13,Window Switch - Front,1,7.50%,1943,492.45
SO - 0005264,Online,WARE-UHY1004,2/28/2020,3/2/2020,3/5/2020,3/9/2020,19,Fairmont,23,209,19,Trunk Release,6,5%,824.1,42.75
SO - 0005265,Distributor,WARE-PUJ1005,2/20/2020,3/2/2020,3/6/2020,3/15/2020,21,Marshall,23,268,10,Coolant Sensor,3,30%,1072,689.31
SO - 0005266,In-Store,WARE-NBV1002,2/20/2020,3/2/2020,3/4/2020,3/12/2020,1,Granite Falls,31,73,21,Door - Rear,6,15%,2539.3,468.99
SO - 0005267,Online,WARE-XYS1001,10/17/2019,3/2/2020,3/7/2020,3/13/2020,16,Austin,21,45,10,Coolant Sensor,3,7.50%,2345,689.31
SO - 0005268,Wholesale,WARE-PUJ1005,12/6/2019,3/2/2020,3/6/2020,3/16/2020,28,Montevideo,3,296,8,Transmission,7,40%,1025.1,2610.59
SO - 0005269,Distributor,WARE-XYS1001,12/5/2019,4/2/2020,4/5/2020,4/14/2020,24,Mora,8,29,25,Trunk,8,5%,991.6,1074.1
SO - 000527,In-Store,WARE-UHY1004,2/3/2018,7/21/2018,7/26/2018,8/2/2018,10,Redwood Falls,37,214,27,Door Handle Set,3,20%,3001.6,1403.72
SO - 0005270,Online,WARE-NBV1002,1/25/2020,4/2/2020,4/6/2020,4/11/2020,18,Lichfield,8,85,42,Bumper - Front,4,7.50%,2345,480.27
SO - 0005271,In-Store,WARE-XYS1001,2/10/2020,4/2/2020,4/5/2020,4/15/2020,8,Luverne,44,20,41,Antenna,8,5%,1701.8,83.64
SO - 0005272,In-Store,WARE-NBV1002,12/26/2019,4/2/2020,4/5/2020,4/12/2020,11,Glenwood,27,63,22,Quarter Panel - Front,5,20%,174.2,368.39
SO - 0005273,In-Store,WARE-PUJ1005,11/7/2019,4/2/2020,4/6/2020,4/13/2020,8,Luverne,17,275,42,Bumper - Front,7,15%,1058.6,480.27
SO - 0005274,Distributor,WARE-NBV1002,3/20/2020,4/2/2020,4/4/2020,4/11/2020,21,Marshall,3,64,6,Distributor Cap,4,5%,3966.4,129.04
SO - 0005275,Distributor,WARE-UHY1004,4/20/2020,5/2/2020,5/5/2020,5/8/2020,22,Two Harbors,19,227,16,Seat - Rear,6,10%,201,511.83
SO - 0005276,Distributor,WARE-NMK1003,12/4/2019,5/2/2020,5/7/2020,5/18/2020,22,Two Harbors,43,203,36,Rear Axel,8,10%,2358.4,1099.4
SO - 0005277,Wholesale,WARE-UHY1004,2/5/2020,5/2/2020,5/5/2020,5/10/2020,28,Montevideo,9,237,17,Seatbelt,6,15%,6257.8,55.61
SO - 0005278,In-Store,WARE-UHY1004,11/7/2019,5/2/2020,5/8/2020,5/15/2020,7,Roseau,18,231,5,Break Set,7,15%,931.3,537.09
SO - 0005279,Online,WARE-XYS1001,11/13/2019,5/2/2020,5/5/2020,5/13/2020,18,Lichfield,9,27,31,Radiator Cap - Standard,1,5%,1172.5,79.87
SO - 000528,Online,WARE-PUJ1005,3/13/2018,7/21/2018,7/24/2018,7/25/2018,20,Glencoe,33,268,13,Window Switch - Front,6,40%,1031.8,492.45
SO - 0005280,In-Store,WARE-MKL1006,12/29/2019,6/2/2020,6/4/2020,6/10/2020,8,Luverne,26,362,14,Window Switch - Rear,4,10%,1922.9,444.93
SO - 0005281,Online,WARE-NBV1002,1/10/2020,6/2/2020,6/5/2020,6/9/2020,13,Fergus Falls,12,77,17,Seatbelt,2,15%,2747,55.61
SO - 0005282,In-Store,WARE-UHY1004,1/31/2020,6/2/2020,6/3/2020,6/4/2020,5,Gaylord,15,212,24,Hood,6,7.50%,5272.9,707.85
SO - 0005283,In-Store,WARE-NMK1003,4/24/2020,6/2/2020,6/3/2020,6/6/2020,4,Owatonna,12,196,25,Trunk,7,10%,2646.5,1074.1
SO - 0005284,In-Store,WARE-MKL1006,4/27/2020,6/2/2020,6/5/2020,6/8/2020,5,Gaylord,50,342,33,Radiator Fluid,2,10%,3906.1,90.21
SO - 0005285,Online,WARE-UHY1004,1/7/2020,6/2/2020,6/8/2020,6/19/2020,17,Milaca,9,233,17,Seatbelt,2,7.50%,1038.5,55.61
SO - 0005286,In-Store,WARE-PUJ1005,1/8/2020,6/2/2020,6/3/2020,6/13/2020,10,Redwood Falls,35,284,45,Rearview Mirror,5,7.50%,1159.1,313.72
SO - 0005287,In-Store,WARE-PUJ1005,1/12/2020,6/2/2020,6/5/2020,6/7/2020,1,Granite Falls,32,297,42,Bumper - Front,6,40%,2244.5,480.27
SO - 0005288,In-Store,WARE-PUJ1005,3/17/2020,6/2/2020,6/3/2020,6/11/2020,10,Redwood Falls,17,288,29,Radiator Cap - Custom,7,5%,1708.5,770.71
SO - 0005289,Online,WARE-NMK1003,1/24/2020,7/2/2020,7/6/2020,7/9/2020,20,Glencoe,43,109,38,Blinker Set,1,15%,1038.5,800.13
SO - 000529,In-Store,WARE-XYS1001,6/24/2018,7/21/2018,7/24/2018,8/3/2018,7,Roseau,21,54,12,Gear Shift Knob,4,10%,3966.4,98.45
SO - 0005290,Online,WARE-NMK1003,3/4/2020,7/2/2020,7/7/2020,7/10/2020,13,Fergus Falls,38,138,14,Window Switch - Rear,4,20%,3832.4,444.93
SO - 0005291,Online,WARE-NMK1003,2/3/2020,7/2/2020,7/4/2020,7/9/2020,20,Glencoe,14,173,4,Break Router,2,5%,1815.7,193.82
SO - 0005292,Online,WARE-UHY1004,3/25/2020,7/2/2020,7/7/2020,7/12/2020,20,Glencoe,5,233,31,Radiator Cap - Standard,8,7.50%,1092.1,79.87
SO - 0005293,Distributor,WARE-NMK1003,6/25/2020,7/2/2020,7/8/2020,7/16/2020,22,Two Harbors,35,177,8,Transmission,5,10%,1125.6,2610.59
SO - 0005294,In-Store,WARE-PUJ1005,4/20/2020,7/2/2020,7/7/2020,7/10/2020,3,St. James,6,313,8,Transmission,7,5%,214.4,2610.59
SO - 0005295,Online,WARE-NBV1002,5/26/2020,8/2/2020,8/7/2020,8/13/2020,15,St.Peter,44,69,1,Leaf Springs,6,15%,3477.3,1028.78
SO - 0005296,In-Store,WARE-NMK1003,6/23/2020,8/2/2020,8/6/2020,8/15/2020,5,Gaylord,24,108,28,CV Joint,3,5%,1005,1294.12
SO - 0005297,Wholesale,WARE-NMK1003,3/21/2020,8/2/2020,8/3/2020,8/9/2020,26,Red Wing,9,120,17,Seatbelt,8,7.50%,2606.3,55.61
SO - 0005298,In-Store,WARE-XYS1001,5/13/2020,8/2/2020,8/3/2020,8/10/2020,11,Glenwood,2,40,37,Tail Light,2,7.50%,2586.2,22.71
SO - 0005299,Online,WARE-NMK1003,6/27/2020,8/2/2020,8/5/2020,8/6/2020,16,Austin,8,110,35,Front Axel,2,20%,5909.4,1176.68
SO - 000530,Online,WARE-NMK1003,2/13/2018,7/21/2018,7/24/2018,8/4/2018,19,Fairmont,48,95,12,Gear Shift Knob,5,10%,1681.7,98.45
SO - 0005300,Online,WARE-NMK1003,2/20/2020,8/2/2020,8/6/2020,8/15/2020,16,Austin,34,202,41,Antenna,6,5%,3879.3,83.64
SO - 0005301,In-Store,WARE-XYS1001,7/4/2020,9/2/2020,9/7/2020,9/17/2020,9,Olivia,39,7,21,Door - Rear,1,10%,254.6,468.99
SO - 0005302,Online,WARE-PUJ1005,3/28/2020,9/2/2020,9/4/2020,9/11/2020,16,Austin,1,326,6,Distributor Cap,5,7.50%,1755.4,129.04
SO - 0005303,Online,WARE-UHY1004,8/3/2020,9/2/2020,9/6/2020,9/10/2020,12,Thief River Falls,13,238,9,Coolant Tank,4,7.50%,958.1,271.39
SO - 0005304,In-Store,WARE-UHY1004,8/16/2020,9/2/2020,9/6/2020,9/8/2020,7,Roseau,27,255,11,AC Unit,3,10%,911.2,1786.59
SO - 0005305,Wholesale,WARE-NMK1003,6/17/2020,9/2/2020,9/7/2020,9/9/2020,28,Montevideo,46,95,20,Door - Front,3,10%,971.5,660.94
SO - 0005306,Wholesale,WARE-NMK1003,3/6/2020,9/2/2020,9/6/2020,9/15/2020,26,Red Wing,24,148,10,Coolant Sensor,2,15%,254.6,689.31
SO - 0005307,In-Store,WARE-UHY1004,7/20/2020,9/2/2020,9/8/2020,9/15/2020,11,Glenwood,23,241,10,Coolant Sensor,5,7.50%,201,689.31
SO - 0005308,In-Store,WARE-NMK1003,3/11/2020,9/2/2020,9/4/2020,9/6/2020,8,Luverne,26,101,35,Front Axel,2,5%,167.5,1176.68
SO - 0005309,In-Store,WARE-MKL1006,3/15/2020,9/2/2020,9/5/2020,9/7/2020,7,Roseau,22,352,21,Door - Rear,6,7.50%,3845.8,468.99
SO - 000531,In-Store,WARE-XYS1001,3/26/2018,7/21/2018,7/23/2018,8/1/2018,4,Owatonna,33,11,41,Antenna,1,5%,1172.5,83.64
SO - 0005310,In-Store,WARE-NBV1002,7/14/2020,9/2/2020,9/4/2020,9/13/2020,5,Gaylord,39,84,29,Radiator Cap - Custom,3,40%,1165.8,770.71
SO - 0005311,Distributor,WARE-UHY1004,7/1/2020,10/2/2020,10/8/2020,10/19/2020,24,Mora,9,239,37,Tail Light,1,10%,1031.8,22.71
SO - 0005312,Online,WARE-XYS1001,7/22/2020,10/2/2020,10/4/2020,10/12/2020,18,Lichfield,36,45,45,Rearview Mirror,2,15%,971.5,313.72
SO - 0005313,In-Store,WARE-NBV1002,4/14/2020,10/2/2020,10/6/2020,10/9/2020,5,Gaylord,4,71,10,Coolant Sensor,8,15%,1045.2,689.31
SO - 0005314,Online,WARE-NMK1003,9/16/2020,10/2/2020,10/4/2020,10/7/2020,19,Fairmont,28,166,17,Seatbelt,7,5%,2680,55.61
SO - 0005315,Wholesale,WARE-NMK1003,4/26/2020,10/2/2020,10/3/2020,10/11/2020,26,Red Wing,6,162,29,Radiator Cap - Custom,3,5%,261.3,770.71
SO - 0005316,In-Store,WARE-UHY1004,9/3/2020,10/2/2020,10/5/2020,10/13/2020,2,Buffalo,16,223,17,Seatbelt,4,5%,6150.6,55.61
SO - 0005317,In-Store,WARE-NMK1003,6/10/2020,10/2/2020,10/5/2020,10/14/2020,8,Luverne,14,150,25,Trunk,3,15%,207.7,1074.1
SO - 0005318,In-Store,WARE-XYS1001,6/9/2020,10/2/2020,10/5/2020,10/13/2020,8,Luverne,9,19,2,Spark Plug,5,5%,1085.4,1.38
SO - 0005319,In-Store,WARE-NBV1002,8/30/2020,10/2/2020,10/4/2020,10/15/2020,9,Olivia,38,59,40,Blinker Fluid,7,7.50%,5969.7,17.05
SO - 000532,Online,WARE-PUJ1005,4/22/2018,7/21/2018,7/26/2018,7/31/2018,19,Fairmont,26,304,38,Blinker Set,7,15%,716.9,800.13
SO - 0005320,Online,WARE-NBV1002,7/12/2020,10/2/2020,10/7/2020,10/15/2020,13,Fergus Falls,12,59,4,Break Router,4,5%,3584.5,193.82
SO - 0005321,Distributor,WARE-PUJ1005,5/12/2020,10/2/2020,10/8/2020,10/13/2020,21,Marshall,20,320,15,Seat - Front,7,7.50%,2318.2,353.1
SO - 0005322,In-Store,WARE-NMK1003,7/6/2020,10/2/2020,10/5/2020,10/13/2020,9,Olivia,26,198,2,Spark Plug,5,20%,2371.8,1.38
SO - 0005323,Online,WARE-NMK1003,9/22/2020,10/2/2020,10/5/2020,10/15/2020,13,Fergus Falls,49,118,4,Break Router,6,5%,1922.9,193.82
SO - 0005324,Online,WARE-XYS1001,6/22/2020,11/2/2020,11/7/2020,11/10/2020,14,Worthington,50,16,42,Bumper - Front,6,30%,971.5,480.27
SO - 0005325,In-Store,WARE-NMK1003,6/20/2020,11/2/2020,11/4/2020,11/13/2020,10,Redwood Falls,44,136,29,Radiator Cap - Custom,6,30%,1112.2,770.71
SO - 0005326,Online,WARE-PUJ1005,8/26/2020,11/2/2020,11/4/2020,11/11/2020,18,Lichfield,49,316,10,Coolant Sensor,7,15%,917.9,689.31
SO - 0005327,In-Store,WARE-NBV1002,5/25/2020,11/2/2020,11/7/2020,11/17/2020,2,Buffalo,9,61,31,Radiator Cap - Standard,8,30%,864.3,79.87
SO - 0005328,In-Store,WARE-NMK1003,10/30/2020,11/2/2020,11/6/2020,11/7/2020,9,Olivia,46,129,16,Seat - Rear,2,5%,1072,511.83
SO - 0005329,In-Store,WARE-NBV1002,5/12/2020,11/2/2020,11/6/2020,11/12/2020,11,Glenwood,46,63,6,Distributor Cap,1,10%,1862.6,129.04
SO - 000533,Distributor,WARE-PUJ1005,5/2/2018,7/21/2018,7/27/2018,8/2/2018,22,Two Harbors,12,288,30,Radiator,7,7.50%,6465.5,1818.48
SO - 0005330,In-Store,WARE-NMK1003,5/28/2020,11/2/2020,11/3/2020,11/4/2020,7,Roseau,39,191,27,Door Handle Set,1,7.50%,3852.5,1403.72
SO - 0005331,Online,WARE-NBV1002,7/26/2020,11/2/2020,11/6/2020,11/17/2020,13,Fergus Falls,15,84,8,Transmission,3,5%,1078.7,2610.59
SO - 0005332,Distributor,WARE-NMK1003,7/20/2020,12/2/2020,12/8/2020,12/15/2020,23,Willmar,20,106,9,Coolant Tank,1,40%,3323.2,271.39
SO - 0005333,In-Store,WARE-NBV1002,10/13/2020,12/2/2020,12/5/2020,12/9/2020,3,St. James,15,84,33,Radiator Fluid,7,20%,2405.3,90.21
SO - 0005334,Distributor,WARE-MKL1006,10/27/2020,12/2/2020,12/6/2020,12/7/2020,24,Mora,20,362,28,CV Joint,1,30%,5621.3,1294.12
SO - 0005335,Distributor,WARE-NBV1002,6/15/2020,12/2/2020,12/5/2020,12/7/2020,21,Marshall,17,63,9,Coolant Tank,6,7.50%,1065.3,271.39
SO - 0005336,Distributor,WARE-UHY1004,8/29/2020,12/2/2020,12/8/2020,12/14/2020,22,Two Harbors,33,251,13,Window Switch - Front,8,7.50%,5266.2,492.45
SO - 0005337,Distributor,WARE-UHY1004,6/24/2020,12/2/2020,12/6/2020,12/15/2020,23,Willmar,21,228,17,Seatbelt,7,5%,3899.4,55.61
SO - 0005338,Wholesale,WARE-NMK1003,8/13/2020,12/2/2020,12/3/2020,12/10/2020,26,Red Wing,23,119,14,Window Switch - Rear,8,7.50%,3825.7,444.93
SO - 0005339,Distributor,WARE-PUJ1005,8/23/2020,12/2/2020,12/6/2020,12/15/2020,24,Mora,8,316,17,Seatbelt,1,5%,5460.5,55.61
SO - 000534,Distributor,WARE-PUJ1005,3/24/2018,7/21/2018,7/22/2018,7/28/2018,24,Mora,30,291,20,Door - Front,1,7.50%,241.2,660.94
SO - 0005340,Online,WARE-PUJ1005,9/26/2020,12/2/2020,12/8/2020,12/17/2020,17,Milaca,31,276,11,AC Unit,2,20%,1165.8,1786.59
SO - 0005341,In-Store,WARE-NMK1003,1/25/2020,2/13/2020,2/18/2020,2/23/2020,9,Olivia,34,98,16,Seat - Rear,7,10%,3879.3,511.83
SO - 0005342,Wholesale,WARE-XYS1001,2/9/2020,2/13/2020,2/18/2020,2/26/2020,26,Red Wing,30,33,46,Trunk Carpet,4,5%,1098.8,91.33
SO - 0005343,Distributor,WARE-UHY1004,9/3/2019,2/13/2020,2/16/2020,2/26/2020,24,Mora,12,255,28,CV Joint,2,40%,2619.7,1294.12
SO - 0005344,Wholesale,WARE-XYS1001,1/31/2020,2/13/2020,2/18/2020,2/26/2020,28,Montevideo,49,40,41,Antenna,5,10%,3919.5,83.64
SO - 0005345,In-Store,WARE-PUJ1005,10/29/2019,2/13/2020,2/17/2020,2/20/2020,4,Owatonna,49,323,26,Door Handle,4,7.50%,268,162.29
SO - 0005346,Online,WARE-NMK1003,9/4/2019,2/13/2020,2/18/2020,2/27/2020,16,Austin,44,172,1,Leaf Springs,7,20%,1085.4,1028.78
SO - 0005347,Online,WARE-NBV1002,10/11/2019,2/13/2020,2/17/2020,2/25/2020,20,Glencoe,5,66,29,Radiator Cap - Custom,7,15%,3852.5,770.71
SO - 0005348,In-Store,WARE-XYS1001,11/27/2019,2/14/2020,2/18/2020,2/21/2020,5,Gaylord,32,15,28,CV Joint,7,15%,1192.6,1294.12
SO - 0005349,Online,WARE-XYS1001,2/13/2020,2/14/2020,2/17/2020,2/22/2020,15,St.Peter,32,57,9,Coolant Tank,5,5%,167.5,271.39
SO - 000535,Online,WARE-NMK1003,3/22/2018,7/21/2018,7/24/2018,8/1/2018,17,Milaca,38,123,36,Rear Axel,1,5%,1929.6,1099.4
SO - 0005350,Distributor,WARE-UHY1004,10/6/2019,2/14/2020,2/19/2020,2/24/2020,22,Two Harbors,10,243,43,Bumper - Rear,6,10%,703.5,574.36
